epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,10286.1,0.44886,0.23489,0.79742,0.89885,0.85524,0.88003,0.59708,0.86091,0.38216,0.91812,0.000154982,0.000154982,0.000154982
152,10359.1,0.45011,0.23584,0.80083,0.89454,0.84909,0.888,0.60695,0.85911,0.38349,0.91899,0.000149527,0.000149527,0.000149527
153,10426.8,0.44253,0.23552,0.7987,0.88459,0.84613,0.87512,0.59646,0.86659,0.39256,0.92213,0.000144161,0.000144161,0.000144161
154,10494.4,0.4434,0.23208,0.79575,0.84944,0.87067,0.88591,0.5987,0.86422,0.38659,0.92117,0.000138883,0.000138883,0.000138883
155,10581.9,0.45287,0.23777,0.79697,0.86045,0.87462,0.88176,0.60158,0.85872,0.38756,0.91804,0.000133695,0.000133695,0.000133695
156,10646.2,0.46035,0.23745,0.7981,0.8526,0.87989,0.89542,0.60697,0.86211,0.38081,0.92157,0.000128599,0.000128599,0.000128599
157,10713.7,0.43813,0.2273,0.7986,0.88816,0.84221,0.88254,0.60064,0.86286,0.38338,0.92233,0.000123596,0.000123596,0.000123596
158,10781.2,0.4299,0.2251,0.79534,0.87429,0.85928,0.87859,0.59609,0.86098,0.38191,0.92051,0.000118687,0.000118687,0.000118687
159,10849,0.42208,0.22197,0.79433,0.8479,0.86537,0.86875,0.6058,0.86101,0.37857,0.92276,0.000113873,0.000113873,0.000113873
160,10914.7,0.45432,0.23506,0.79365,0.91202,0.83774,0.88521,0.59569,0.86642,0.3854,0.92085,0.000109156,0.000109156,0.000109156
161,10976.2,0.4376,0.22841,0.79322,0.87521,0.86424,0.88272,0.60269,0.86347,0.37995,0.92359,0.000104537,0.000104537,0.000104537
162,11043.7,0.43679,0.22866,0.79232,0.86267,0.85922,0.88058,0.6057,0.86283,0.38352,0.92061,0.000100016,0.000100016,0.000100016
163,11123.3,0.43742,0.22582,0.79323,0.8598,0.86824,0.8796,0.60065,0.85902,0.37743,0.92011,9.55951e-05,9.55951e-05,9.55951e-05
164,11188.5,0.43315,0.2265,0.79318,0.88794,0.85775,0.88676,0.61136,0.85835,0.38342,0.91938,9.12754e-05,9.12754e-05,9.12754e-05
165,11260.7,0.43741,0.22847,0.79236,0.89379,0.85162,0.8892,0.60886,0.85966,0.37952,0.91985,8.70577e-05,8.70577e-05,8.70577e-05
166,11326.8,0.42531,0.22397,0.79409,0.89191,0.84587,0.87246,0.60397,0.86564,0.38779,0.92155,8.29431e-05,8.29431e-05,8.29431e-05
167,11394.1,0.41283,0.21618,0.79014,0.91197,0.83662,0.89041,0.59948,0.86016,0.38249,0.92179,7.89327e-05,7.89327e-05,7.89327e-05
168,11459.8,0.4142,0.21456,0.79724,0.91677,0.84691,0.88689,0.60254,0.86268,0.38409,0.92068,7.50274e-05,7.50274e-05,7.50274e-05
169,11527.4,0.41535,0.21679,0.79151,0.90654,0.84868,0.88736,0.60101,0.85992,0.38657,0.92008,7.12282e-05,7.12282e-05,7.12282e-05
170,11592.7,0.42376,0.2211,0.79146,0.89492,0.85459,0.86989,0.60232,0.8584,0.37895,0.91941,6.7536e-05,6.7536e-05,6.7536e-05
171,11660.3,0.42717,0.21891,0.79369,0.88832,0.85728,0.88344,0.60679,0.85256,0.38161,0.91859,6.39518e-05,6.39518e-05,6.39518e-05
172,11728.3,0.42781,0.22245,0.79169,0.91243,0.85667,0.88491,0.6064,0.85396,0.38214,0.91975,6.04763e-05,6.04763e-05,6.04763e-05
173,11793.9,0.43387,0.22355,0.79453,0.86971,0.86089,0.87297,0.60565,0.85752,0.38256,0.92074,5.71106e-05,5.71106e-05,5.71106e-05
174,11861.2,0.42903,0.22094,0.79317,0.87694,0.86295,0.88089,0.6073,0.85784,0.38276,0.92081,5.38554e-05,5.38554e-05,5.38554e-05
175,11928.6,0.40881,0.21509,0.79073,0.87328,0.87272,0.88383,0.60888,0.8567,0.37972,0.9195,5.07115e-05,5.07115e-05,5.07115e-05
176,11996.3,0.43078,0.22061,0.79742,0.91428,0.84845,0.8834,0.61325,0.85651,0.37895,0.91866,4.76796e-05,4.76796e-05,4.76796e-05
177,12070,0.41081,0.21565,0.79194,0.89172,0.85241,0.88605,0.60775,0.85511,0.37894,0.91921,4.47606e-05,4.47606e-05,4.47606e-05
178,12135.9,0.42658,0.21765,0.79782,0.91048,0.84443,0.88402,0.60578,0.8559,0.37692,0.91872,4.19552e-05,4.19552e-05,4.19552e-05
