epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,12203.6,0.4196,0.21657,0.79173,0.9029,0.85136,0.88375,0.60703,0.85398,0.37534,0.91831,3.9264e-05,3.9264e-05,3.9264e-05
180,12271.3,0.42292,0.21893,0.78948,0.90774,0.85713,0.88413,0.60491,0.85814,0.38112,0.91964,3.66877e-05,3.66877e-05,3.66877e-05
181,12338.6,0.4195,0.21957,0.79528,0.9053,0.85322,0.8851,0.60118,0.85875,0.38344,0.9201,3.4227e-05,3.4227e-05,3.4227e-05
182,12406.3,0.41342,0.21448,0.79169,0.91504,0.85239,0.8862,0.6019,0.85843,0.38139,0.91972,3.18825e-05,3.18825e-05,3.18825e-05
183,12473.8,0.40735,0.20938,0.79374,0.8929,0.85512,0.88286,0.60015,0.85947,0.38304,0.92066,2.96546e-05,2.96546e-05,2.96546e-05
184,12541.5,0.41874,0.213,0.793,0.87999,0.85227,0.88163,0.60016,0.85865,0.38212,0.91969,2.75441e-05,2.75441e-05,2.75441e-05
185,12609.2,0.41601,0.21363,0.79036,0.88148,0.85428,0.87765,0.60099,0.85431,0.38021,0.91899,2.55513e-05,2.55513e-05,2.55513e-05
186,12674.7,0.4199,0.21552,0.79397,0.86318,0.85978,0.87902,0.59729,0.85342,0.37881,0.91919,2.36769e-05,2.36769e-05,2.36769e-05
187,12740.4,0.39708,0.20541,0.78909,0.87229,0.86305,0.88024,0.60144,0.85514,0.38067,0.92048,2.19212e-05,2.19212e-05,2.19212e-05
188,12805.8,0.40731,0.21287,0.7908,0.89835,0.84037,0.8807,0.60052,0.85589,0.38252,0.9203,2.02847e-05,2.02847e-05,2.02847e-05
189,12871.6,0.42207,0.21519,0.79604,0.88978,0.85634,0.88134,0.60072,0.85597,0.38054,0.91948,1.87678e-05,1.87678e-05,1.87678e-05
190,12933.7,0.42534,0.21709,0.79404,0.89157,0.85865,0.88069,0.6052,0.85636,0.37795,0.92,1.73709e-05,1.73709e-05,1.73709e-05
191,13000.9,0.71549,0.3091,0.86899,0.89436,0.83443,0.87726,0.59572,0.86625,0.37513,0.92262,1.60943e-05,1.60943e-05,1.60943e-05
192,13061.7,0.70656,0.30233,0.87048,0.88521,0.84281,0.87326,0.59276,0.86249,0.37582,0.92105,1.49383e-05,1.49383e-05,1.49383e-05
193,13122.2,0.71262,0.30359,0.86818,0.87746,0.83285,0.86254,0.59181,0.86028,0.37426,0.91681,1.39032e-05,1.39032e-05,1.39032e-05
194,13188.6,0.71266,0.30244,0.86377,0.87996,0.83477,0.86665,0.59693,0.85753,0.3715,0.91348,1.29893e-05,1.29893e-05,1.29893e-05
195,13254.2,0.70482,0.30301,0.86052,0.87613,0.83856,0.86904,0.59826,0.85604,0.37265,0.91105,1.21968e-05,1.21968e-05,1.21968e-05
196,13315.2,0.70467,0.29971,0.86175,0.89114,0.83165,0.87041,0.59821,0.85422,0.37258,0.90899,1.15259e-05,1.15259e-05,1.15259e-05
197,13375.4,0.70822,0.30184,0.85456,0.89231,0.83499,0.87036,0.60089,0.85399,0.37081,0.90815,1.09768e-05,1.09768e-05,1.09768e-05
198,13440.6,0.71603,0.30735,0.86697,0.88622,0.85161,0.88132,0.60019,0.8516,0.36954,0.90678,1.05495e-05,1.05495e-05,1.05495e-05
199,13501.5,0.6913,0.29531,0.85847,0.8763,0.84183,0.87298,0.60355,0.8512,0.36862,0.9058,1.02443e-05,1.02443e-05,1.02443e-05
200,13562.3,0.70729,0.29957,0.86415,0.85708,0.87023,0.87066,0.60215,0.84947,0.36973,0.90593,1.00611e-05,1.00611e-05,1.00611e-05
